prefectural_bureau,station_id,prec_no,block_no,station_type,url_station_type,station_name,katakana_name,romaji_name,location,latitude_decimal,longitude_decimal,elevation,observation_start_date,observation_start_date_rain,observation_start_date_other,weather_info_name,anemometer_height,thermometer_height,notes1,notes2,rainfall_YN,temperature_YN,wind_YN,sunshine_YN,relative_humidity_YN,atmospheric_pressure_YN,snowfall_YN
岐阜,52286,52,0483,四,a,萩原,ﾊｷﾞﾜﾗ,hagiwara,下呂市萩原町羽根,35.888333333333335,137.20666666666668,425,#昭51.3.3,1974-11-01,1976-03-03,下呂市萩原,10.1,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52321,52,1577,雨,a,関市板取,ｾｷｼｲﾀﾄﾞﾘ,sekishiitadori,関市板取,35.723333333333336,136.78333333333333,351,平17.12.5,2005-12-05,2005-12-05,関市板取,－,－,－,－,Y,N,N,N,N,N,N
岐阜,52331,52,0485,四,a,八幡,ﾊﾁﾏﾝ,hachiman,郡上市八幡町旭田尻,35.75666666666667,136.97833333333332,271,#昭53.11.16,1974-11-01,1978-11-16,郡上市八幡,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52346,52,1066,四,a,宮地,ﾐﾔｼﾞ,miyaji,下呂市宮地,35.763333333333335,137.28833333333333,450,(昭50.6.1)昭53.11.21,1975-06-01,1978-11-21,下呂市宮地,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52381,52,0486,四,a,樽見,ﾀﾙﾐ,tarumi,本巣市根尾神所,35.638333333333335,136.60166666666666,190,#昭53.11.14,1974-11-01,1978-11-14,本巣市樽見,9.9,2,52920,－,Y,Y,Y,Y,Y,N,Y
岐阜,52406,52,0487,四,a,金山,ｶﾅﾔﾏ,kanayama,下呂市金山町大船渡,35.66166666666667,137.16,233,#昭53.11.22,1974-11-01,1978-11-22,下呂市金山,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52421,52,1384,雨,a,付知,ﾂｹﾁ,tsukechi,中津川市付知町,35.66166666666667,137.42666666666668,461,昭57.6.11,1982-06-11,1982-06-11,中津川市付知,－,－,－,－,Y,N,N,N,N,N,N
岐阜,52461,52,1057,四,a,美濃,ﾐﾉ,mino,美濃市前野中川原,35.555,136.91,68,(昭50.5.29)昭53.11.15,1975-05-29,1978-11-15,美濃,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52476,52,0490,雨,a,伽藍,ｶﾞﾗﾝ,garan,加茂郡八百津町伽藍谷,35.515,137.23,650,#,1974-11-01,1974-11-01,八百津町伽藍,－,－,－,－,Y,N,N,N,N,N,N
岐阜,52482,52,1313,四,a,黒川,ｸﾛｶﾜ,kurokawa,加茂郡白川町黒川,35.598333333333336,137.31833333333333,517,平10.9.29,1998-09-29,1998-09-29,白川町黒川,9.3,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52511,52,1301,四,a,揖斐川,ｲﾋﾞｶﾞﾜ,ibigawa,揖斐郡揖斐川町三輪,35.485,136.56666666666666,45,昭53.11.14,1978-11-14,1978-11-14,揖斐川,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52536,52,0491,四,a,美濃加茂,ﾐﾉｶﾓ,minokamo,美濃加茂市西町,35.445,137.005,74,#昭53.11.15,1974-11-01,1978-11-15,美濃加茂,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52556,52,0493,四,a,恵那,ｴﾅ,ena,恵那市長島町永田大洞,35.446666666666665,137.40333333333334,315,#昭51.3.8,1974-11-01,1976-03-08,恵那,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52557,52,0494,四,a,中津川,ﾅｶﾂｶﾞﾜ,nakatsugawa,中津川市手賀野,35.47666666666667,137.48666666666668,378,平22.3.25,2010-03-25,2010-03-25,中津川,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52571,52,0495,四,a,関ケ原,ｾｷｶﾞﾊﾗ,sekigahara,不破郡関ケ原町関ケ原,35.36333333333334,136.46666666666667,130,#昭53.11.13,1974-11-01,1978-11-13,関ケ原,10.1,1.5,52935,－,Y,Y,Y,Y,Y,N,Y
岐阜,52581,52,0496,四,a,大垣,ｵｵｶﾞｷ,oogaki,大垣市禾森町,35.346666666666664,136.62,6,#昭53.11.13,1974-11-01,1978-11-13,大垣,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52586,52,47632,官,s,岐阜,ｷﾞﾌ,gifu,岐阜市加納二之丸　岐阜地方気象台,35.4,136.76166666666666,13,#昭50.4.1,1974-11-01,1975-04-01,岐阜,23,1.5,52940,－,Y,Y,Y,Y,Y,Y,Y
岐阜,52606,52,1058,四,a,多治見,ﾀｼﾞﾐ,tajimi,多治見市光ケ丘,35.346666666666664,137.10833333333332,120,(昭50.5.29)昭53.11.24,1975-05-29,1978-11-24,多治見,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
岐阜,52642,52,1059,雨,a,上石津,ｶﾐｲｼﾂﾞ,kamiishizu,大垣市上石津町堂之上,35.24666666666667,136.45833333333334,193,平28.3.29,2016-03-29,2016-03-29,大垣市上石津,－,－,－,－,Y,N,N,N,N,N,N
三重,53016,53,0499,雨,a,北勢,ﾎｸｾｲ,hokusei,いなべ市北勢町其原,35.14333333333333,136.53833333333333,125,#,1974-11-01,1974-11-01,いなべ市北勢,－,－,－,－,Y,N,N,N,N,N,N
三重,53041,53,0500,四,a,桑名,ｸﾜﾅ,kuwana,桑名市大字江場字正金縄,35.05,136.69333333333333,3,#昭54.1.12,1974-11-01,1979-01-12,桑名,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53061,53,47684,官,s,四日市,ﾖｯｶｲﾁ,yokkaichi,四日市市日永　四日市特別地域気象観測所,34.94,136.58,55,#昭50.12.13,1974-11-01,1975-12-13,四日市,10.7,1.5,－,－,Y,Y,Y,Y,Y,Y,N
三重,53091,53,0503,四,a,亀山,ｶﾒﾔﾏ,kameyama,亀山市椿世町,34.87,136.45333333333335,70,#昭54.1.12,1974-11-01,1979-01-12,亀山,10,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53112,53,47649,官,s,上野,ｳｴﾉ,ueno,伊賀市緑ケ丘本町　上野特別地域気象観測所,34.76166666666667,136.14166666666668,159,昭60.1.30,1985-01-30,1985-01-30,上野,22.1,1.5,－,－,Y,Y,Y,Y,Y,Y,N
三重,53121,53,0505,雨,a,笠取山,ｶｻﾄﾘﾔﾏ,kasatoriyama,津市榊原町,34.725,136.30833333333334,810,#,1974-11-01,1974-11-01,津市笠取山,－,－,－,－,Y,N,N,N,N,N,N
三重,53133,53,47651,官,s,津,ﾂ,tsu,津市島崎町　津地方気象台,34.733333333333334,136.51833333333335,3,平23.10.20,2011-10-20,2011-10-20,津,－,1.5,53900,気温、雨,Y,Y,Y,Y,Y,Y,Y
三重,53133,53,47651,官,s,津,ﾂ,tsu,津市末広町,34.721666666666664,136.525,2,平23.10.20,2011-10-20,2011-10-20,津,15,1.5,－,風、日照,Y,Y,Y,Y,Y,Y,N
三重,53141,53,0507,雨,a,名張,ﾅﾊﾞﾘ,nabari,名張市鴻之台1番町,34.626666666666665,136.10833333333332,226,#,1974-11-01,1974-11-01,名張,－,－,－,－,Y,N,N,N,N,N,N
三重,53151,53,1356,雨,a,白山,ﾊｸｻﾝ,hakusan,津市白山町南家城,34.625,136.32166666666666,60,昭54.3.30,1979-03-30,1979-03-30,津市白山,－,－,－,－,Y,N,N,N,N,N,N
三重,53196,53,0509,四,a,小俣,ｵﾊﾞﾀ,obata,伊勢市小俣町明野,34.528333333333336,136.665,10,#昭54.1.16,1974-11-01,1979-01-16,伊勢市小俣,10,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53231,53,0510,四,a,粥見,ｶﾕﾐ,kayumi,松阪市飯南町粥見,34.44833333333333,136.39,120,#昭54.1.16,1974-11-01,1979-01-16,松阪市粥見,10,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53257,53,1230,四,a,鳥羽,ﾄﾊﾞ,toba,鳥羽市鳥羽,34.48166666666667,136.825,2,平6.2.7,1994-02-07,1994-02-07,鳥羽,9,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53287,53,0511,雨,a,藤坂峠,ﾌｼﾞｻｶﾄｳｹﾞ,fujisakatouge,度会郡大紀町永会字中河内,34.32333333333333,136.48833333333334,560,#,1974-11-01,1974-11-01,大紀町藤坂峠,－,－,－,－,Y,N,N,N,N,N,N
三重,53296,53,1258,四,a,南伊勢,ﾐﾅﾐｲｾ,minamiise,度会郡南伊勢町船越,34.345,136.68166666666667,6,(昭53.6.15)昭54.1.17,1978-06-15,1979-01-17,南伊勢,10,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53307,53,1381,雨,a,阿児,ｱｺﾞ,ago,志摩市阿児町甲賀字浅野,34.30833333333333,136.87333333333333,31,昭57.6.1,1982-06-01,1982-06-01,志摩市阿児,－,－,－,－,Y,N,N,N,N,N,N
三重,53321,53,1255,雨,a,宮川,ﾐﾔｶﾞﾜ,miyagawa,多気郡大台町久豆,34.278333333333336,136.20833333333334,205,昭53.6.1,1978-06-01,1978-06-01,大台町宮川,－,－,－,－,Y,N,N,N,N,N,N
三重,53326,53,1349,四,a,紀伊長島,ｷｲﾅｶﾞｼﾏ,kiinagashima,北牟婁郡紀北町長島,34.208333333333336,136.32666666666665,3,昭54.1.17,1979-01-17,1979-01-17,紀北町紀伊長島,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53378,53,47663,官,s,尾鷲,ｵﾜｾ,owase,尾鷲市南陽町　尾鷲特別地域気象観測所,34.068333333333335,136.19333333333333,15,昭60.5.29,1985-05-29,1985-05-29,尾鷲,28.4,1.5,－,－,Y,Y,Y,Y,Y,Y,N
三重,53401,53,1532,四,a,熊野新鹿,ｸﾏﾉｱﾀｼｶ,kumanoatashika,熊野市新鹿町,33.931666666666665,136.13833333333332,23,平13.12.18,2001-12-18,2001-12-18,熊野新鹿,6.4,1.5,－,－,Y,Y,Y,Y,Y,N,N
三重,53416,53,1423,雨,a,御浜,ﾐﾊﾏ,mihama,南牟婁郡御浜町大字上野,33.85166666666667,135.98,130,昭60.6.11,1985-06-11,1985-06-11,御浜,－,－,－,－,Y,N,N,N,N,N,N
新潟,54012,54,0995,四,a,粟島,ｱﾜｼﾏ,awashima,岩船郡粟島浦村字内浦,38.465,139.25333333333333,4,平28.5.31,2016-05-31,2016-05-31,粟島,10.3,1.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54041,54,1315,四,a,弾崎,ﾊｼﾞｷｻﾞｷ,hajikizaki,佐渡市鷲崎字弾崎,38.33,138.51166666666666,58,平9.4.4,1997-04-04,1997-04-04,佐渡市弾崎,8,1.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54056,54,1256,雨,a,高根,ﾀｶﾈ,takane,村上市高根,38.33,139.60333333333332,85,昭53.6.1,1978-06-01,1978-06-01,村上市高根,－,－,－,－,Y,N,N,N,N,N,N
新潟,54086,54,0515,四,a,村上,ﾑﾗｶﾐ,murakami,村上市三之町,38.22666666666667,139.47833333333332,10,#昭53.11.28,1974-11-01,1978-11-28,村上,8.3,2.7,－,－,Y,Y,Y,Y,Y,N,N
新潟,54097,54,1369,雨,a,三面,ﾐｵﾓﾃ,miomote,村上市茎太,38.24666666666667,139.605,45,昭56.6.1,1981-06-01,1981-06-01,村上市三面,－,－,－,－,Y,N,N,N,N,N,N
新潟,54157,54,47602,官,s,相川,ｱｲｶﾜ,aikawa,佐渡市相川三町目新浜町　相川特別地域気象観測所,38.028333333333336,138.24,6,平7.7.7,1995-07-07,1995-07-07,佐渡市相川,33.8,1.5,54900,－,Y,Y,Y,Y,Y,Y,Y
新潟,54166,54,0518,四,a,両津,ﾘｮｳﾂ,ryoutsu,佐渡市両津湊,38.07333333333333,138.44,2,#昭53.11.24,1974-11-01,1978-11-24,佐渡市両津,18.8,1.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54181,54,1318,四,a,中条,ﾅｶｼﾞｮｳ,nakajou,胎内市清水,38.07666666666667,139.38833333333332,14,昭53.11.28,1978-11-28,1978-11-28,胎内市中条,9.9,2.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54191,54,1060,四,a,下関,ｼﾓｾｷ,shimoseki,岩船郡関川村下関,38.09166666666667,139.56333333333333,33,(昭50.5.29)昭53.11.27,1975-05-29,1978-11-27,関川村下関,9.9,2.8,54905,－,Y,Y,Y,Y,Y,N,Y
新潟,54232,54,47604,官,s,新潟,ﾆｲｶﾞﾀ,niigata,新潟市中央区美咲町　新潟地方気象台,37.89333333333333,139.01833333333335,4,昭56.4.1,1981-04-01,1981-04-01,新潟,－,1.5,54907,気温、雨,Y,Y,Y,Y,Y,Y,Y
新潟,54232,54,47604,官,s,新潟,ﾆｲｶﾞﾀ,niigata,新潟市中央区女池南,37.888333333333335,139.04833333333335,0,平14.11.21,2002-11-21,2002-11-21,新潟,15.1,1.5,－,風、日照,Y,Y,Y,Y,Y,Y,N
新潟,54236,54,1469,官,a,松浜,ﾏﾂﾊﾏ,matsuhama,新潟市東区松浜町　新潟航空気象観測所,37.955,139.11166666666668,1,平15.1.1,2003-01-01,2003-01-01,新潟市松浜,10,1.5,54908,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,Y
新潟,54271,54,0996,四,a,羽茂,ﾊﾓﾁ,hamochi,佐渡市羽茂本郷,37.84166666666667,138.31333333333333,11,(昭50.5.14)昭53.11.24,1975-05-14,1978-11-24,佐渡市羽茂,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54296,54,0521,四,a,新津,ﾆｲﾂ,niitsu,新潟市秋葉区小戸上組,37.791666666666664,139.08666666666667,3,#昭53.11.21,1974-11-01,1978-11-21,新潟市新津,10,2.5,54910,－,Y,Y,Y,Y,Y,N,Y
新潟,54301,54,1645,雨,a,瓢湖,ﾋｮｳｺ,hyouko,阿賀野市中島字諏訪前,37.833333333333336,139.23666666666668,9,平26.7.23,2014-07-23,2014-07-23,阿賀野市瓢湖,－,－,－,－,Y,N,N,N,N,N,N
新潟,54311,54,1111,雨,a,赤谷,ｱｶﾀﾞﾆ,akadani,新発田市上赤谷字大檀原,37.835,139.415,135,昭51.7.30,1976-07-30,1976-07-30,新発田市赤谷,－,－,－,－,Y,N,N,N,N,N,N
新潟,54341,54,0522,四,a,巻,ﾏｷ,maki,新潟市西蒲区巻甲,37.76833333333333,138.91333333333333,2,#昭53.11.22,1974-11-01,1978-11-22,新潟市巻,9.9,2.4,－,－,Y,Y,Y,Y,Y,N,N
新潟,54387,54,0524,四,a,寺泊,ﾃﾗﾄﾞﾏﾘ,teradomari,長岡市寺泊二の関,37.64,138.76666666666668,44,平13.8.10,2001-08-10,2001-08-10,長岡市寺泊,7.8,1.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54396,54,0525,四,a,三条,ｻﾝｼﾞｮｳ,sanjou,三条市西裏館,37.64,138.955,9,#昭53.11.20,1974-11-01,1978-11-20,三条,12.4,2.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54406,54,0526,雨,a,村松,ﾑﾗﾏﾂ,muramatsu,五泉市愛宕,37.696666666666665,139.18833333333333,25,#,1974-11-01,1974-11-01,五泉市村松,－,－,－,－,Y,N,N,N,N,N,N
新潟,54421,54,0527,四,a,津川,ﾂｶﾞﾜ,tsugawa,東蒲原郡阿賀町津川,37.67166666666667,139.44666666666666,100,#昭53.11.21,1974-11-01,1978-11-21,阿賀町津川,9.5,3.2,54915,－,Y,Y,Y,Y,Y,N,Y
新潟,54462,54,1398,雨,a,宮寄上,ﾐﾔﾖﾘｶﾐ,miyayorikami,加茂市宮寄上,37.58,139.14,125,昭58.6.29,1983-06-29,1983-06-29,加茂市宮寄上,－,－,－,－,Y,N,N,N,N,N,N
新潟,54472,54,1444,雨,a,室谷,ﾑﾛﾔ,muroya,東蒲原郡阿賀町神谷丙,37.55,139.37,200,平5.1.2,1993-01-02,1993-01-02,阿賀町室谷,－,－,－,－,Y,N,N,N,N,N,N
新潟,54501,54,0529,四,a,長岡,ﾅｶﾞｵｶ,nagaoka,長岡市緑町,37.45,138.82333333333332,23,#昭51.2.24,1974-11-01,1976-02-24,長岡,9.4,3,54920,－,Y,Y,Y,Y,Y,N,Y
新潟,54506,54,0530,雨,a,栃尾,ﾄﾁｵ,tochio,長岡市中央公園,37.47833333333333,138.99166666666667,61,#,1974-11-01,1974-11-01,長岡市栃尾,－,－,－,－,Y,N,N,N,N,N,N
新潟,54541,54,0532,四,a,柏崎,ｶｼﾜｻﾞｷ,kashiwazaki,柏崎市元城町,37.35166666666667,138.55333333333334,7,#昭53.11.15,1974-11-01,1978-11-15,柏崎,10,2.5,54925,－,Y,Y,Y,Y,Y,N,Y
新潟,54566,54,0997,四,a,守門,ｽﾓﾝ,sumon,魚沼市西名,37.346666666666664,139.04333333333332,222,(昭50.5.14)昭53.11.17,1975-05-14,1978-11-17,魚沼市守門,9.9,5.4,54930,－,Y,Y,Y,Y,Y,N,Y
新潟,54586,54,1302,四,a,大潟,ｵｵｶﾞﾀ,oogata,上越市大潟区土底浜,37.225,138.325,13,昭53.11.14,1978-11-14,1978-11-14,上越市大潟,10,2.5,－,－,Y,Y,Y,Y,Y,N,N
新潟,54606,54,1154,雨,a,小国,ｵｸﾞﾆ,oguni,長岡市小国町新町,37.291666666666664,138.70166666666665,83,昭52.6.21,1977-06-21,1977-06-21,長岡市小国,－,－,－,－,Y,N,N,N,N,N,N
新潟,54616,54,0534,四,a,小出,ｺｲﾃﾞ,koide,魚沼市佐梨,37.22666666666667,138.96333333333334,98,#昭53.11.17,1974-11-01,1978-11-17,魚沼市小出,9.9,4,54935,－,Y,Y,Y,Y,Y,N,Y
新潟,54621,54,1370,雨,a,大湯,ｵｵﾕ,ooyu,魚沼市下折立,37.205,139.06166666666667,240,昭56.6.1,1981-06-01,1981-06-01,魚沼市大湯,－,－,－,－,Y,N,N,N,N,N,N
新潟,54651,54,47612,官,s,高田,ﾀｶﾀﾞ,takada,上越市大手町　高田特別地域気象観測所,37.10666666666667,138.24666666666667,13,#昭50.3.11,1974-11-01,1975-03-11,上越市高田,18,1.5,54937,－,Y,Y,Y,Y,Y,Y,Y
新潟,54661,54,0536,四,a,安塚,ﾔｽﾂﾞｶ,yasuzuka,上越市安塚区和田,37.10666666666667,138.45666666666668,126,#昭53.11.15,1974-11-01,1978-11-15,上越市安塚,6.4,4,54940,－,Y,Y,Y,Y,Y,N,Y
新潟,54666,54,1426,雨,a,川谷,ｶﾜﾀﾞﾆ,kawadani,上越市吉川区川谷字宮田,37.2,138.51666666666668,206,昭60.6.14,1985-06-14,1985-06-14,上越市川谷,－,－,－,－,Y,N,N,N,N,N,N
新潟,54671,54,1155,雨,a,松代,ﾏﾂﾀﾞｲ,matsudai,十日町市松代,37.13166666666667,138.60666666666665,210,昭52.6.21,1977-06-21,1977-06-21,十日町市松代,－,－,－,－,Y,N,N,N,N,N,N
新潟,54676,54,0537,四,a,十日町,ﾄｵｶﾏﾁ,tookamachi,十日町市小泉字北原,37.14333333333333,138.72666666666666,170,#昭53.11.16,1974-11-01,1978-11-16,十日町,9.9,4.5,54945,－,Y,Y,Y,Y,Y,N,Y
新潟,54711,54,0539,四,a,糸魚川,ｲﾄｲｶﾞﾜ,itoigawa,糸魚川市東寺町,37.04333333333334,137.875,8,#昭53.11.13,1974-11-01,1978-11-13,糸魚川,9.9,2.6,－,－,Y,Y,Y,Y,Y,N,N
新潟,54721,54,0540,四,a,能生,ﾉｳ,nou,糸魚川市大字平,37.083333333333336,138.02333333333334,55,#昭53.11.13,1974-11-01,1978-11-13,糸魚川市能生,10.1,3.5,54950,－,Y,Y,Y,Y,Y,N,Y
新潟,54737,54,1427,雨,a,筒方,ﾄﾞｳｶﾞﾀ,dougata,上越市板倉区筒方,37.03,138.34333333333333,255,昭60.6.14,1985-06-14,1985-06-14,上越市筒方,－,－,－,－,Y,N,N,N,N,N,N
新潟,54761,54,1395,雨,a,塩沢,ｼｵｻﾞﾜ,shiozawa,南魚沼市塩沢,37.038333333333334,138.84666666666666,195,昭58.6.14,1983-06-14,1983-06-14,南魚沼市塩沢,－,－,－,－,Y,N,N,N,N,N,N
新潟,54816,54,0998,四,a,関山,ｾｷﾔﾏ,sekiyama,妙高市大字関山字原田,36.93333333333333,138.22166666666666,350,(昭50.5.14)昭53.11.14,1975-05-14,1978-11-14,妙高市関山,9.9,4.3,54955,－,Y,Y,Y,Y,Y,N,Y
新潟,54836,54,0543,四,a,津南,ﾂﾅﾝ,tsunan,中魚沼郡津南町中深見乙,36.99666666666667,138.68333333333334,452,#昭53.11.16,1974-11-01,1978-11-16,津南,9.9,4.9,54965,－,Y,Y,Y,Y,Y,N,Y
新潟,54841,54,0544,四,a,湯沢,ﾕｻﾞﾜ,yuzawa,南魚沼郡湯沢町湯沢字中島川原,36.94166666666667,138.81,340,#昭53.11.18,1974-11-01,1978-11-18,湯沢,9.9,4,54960,－,Y,Y,Y,Y,Y,N,Y
新潟,54876,54,1297,雨,a,平岩,ﾋﾗｲﾜ,hiraiwa,糸魚川市大所,36.88,137.86666666666667,281,昭53.11.10,1978-11-10,1978-11-10,糸魚川市平岩,－,－,－,－,Y,N,N,N,N,N,N
新潟,54892,54,1424,雨,a,樽本,ﾀﾙﾓﾄ,tarumoto,妙高市大字樽本乙,36.89,138.275,633,昭60.6.13,1985-06-13,1985-06-13,妙高市樽本,－,－,－,－,Y,N,N,N,N,N,N
富山,55022,55,0546,四,a,朝日,ｱｻﾋ,asahi,下新川郡朝日町南保町,36.93666666666667,137.56333333333333,43,平29.9.27,2017-09-27,2017-09-27,朝日,10.1,2,55900,－,Y,Y,Y,Y,Y,N,Y
富山,55041,55,1309,四,a,氷見,ﾋﾐ,himi,氷見市大浦,36.825,136.96833333333333,1,昭53.11.18,1978-11-18,1978-11-18,氷見,10.1,1.6,55915,－,Y,Y,Y,Y,Y,N,Y
富山,55056,55,0547,四,a,魚津,ｳｵﾂﾞ,uozu,魚津市六郎丸,36.821666666666665,137.42833333333334,48,#昭53.11.16,1974-11-01,1978-11-16,魚津,10.2,1.8,55905,－,Y,Y,Y,Y,Y,N,Y
富山,55063,55,1412,雨,a,宇奈月,ｳﾅﾂﾞｷ,unazuki,黒部市宇奈月町内山,36.846666666666664,137.55666666666667,160,昭59.6.21,1984-06-21,1984-06-21,宇奈月,－,－,－,－,Y,N,N,N,N,N,N
富山,55091,55,47606,官,s,伏木,ﾌｼｷ,fushiki,高岡市伏木古国府　伏木特別地域気象観測所,36.791666666666664,137.055,12,#昭50.12.12,1974-11-01,1975-12-12,高岡市伏木,15.3,1.5,55907,－,Y,Y,Y,Y,Y,Y,Y
富山,55102,55,47607,官,s,富山,ﾄﾔﾏ,toyama,富山市石坂　富山地方気象台,36.708333333333336,137.20166666666665,9,昭61.1.30,1986-01-30,1986-01-30,富山,20,1.5,55908,－,Y,Y,Y,Y,Y,Y,Y
富山,55141,55,0552,四,a,砺波,ﾄﾅﾐ,tonami,砺波市五郎丸,36.61,136.955,69,#昭51.2.28,1974-11-01,1976-02-28,砺波,6.5,2.1,55910,－,Y,Y,Y,Y,Y,N,Y
富山,55151,55,1533,官,a,秋ヶ島,ｱｷｶﾞｼﾏ,akigashima,富山市秋ヶ島　富山航空気象観測所,36.64833333333333,137.18666666666667,24,平15.1.1,2003-01-01,2003-01-01,富山市秋ヶ島,10,1.5,55925,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,Y
富山,55156,55,1414,雨,a,大山,ｵｵﾔﾏ,ooyama,富山市花崎,36.608333333333334,137.28333333333333,128,昭59.6.28,1984-06-28,1984-06-28,大山,－,－,－,－,Y,N,N,N,N,N,N
富山,55166,55,0553,四,a,上市,ｶﾐｲﾁ,kamiichi,中新川郡上市町東種,36.67,137.42333333333335,296,昭53.11.15,1978-11-15,1978-11-15,上市町東種,9.9,2.8,－,－,Y,Y,Y,Y,Y,N,N
富山,55191,55,0554,四,a,南砺高宮,ﾅﾝﾄﾀｶﾐﾔ,nantotakamiya,南砺市高宮,36.545,136.87166666666667,91,#昭53.11.17,1974-11-01,1978-11-17,南砺高宮,9.9,2.4,－,－,Y,Y,Y,Y,Y,N,N
富山,55206,55,0555,四,a,八尾,ﾔﾂｵ,yatsuo,富山市八尾町樫尾,36.57,137.15833333333333,124,#昭51.2.27,1974-11-01,1976-02-27,八尾,10,2.4,－,－,Y,Y,Y,Y,Y,N,N
富山,55217,55,1621,雨,a,立山芦峅,ﾀﾃﾔﾏｱｼｸﾗ,tateyamaashikura,中新川郡立山町芦峅寺,36.57666666666667,137.385,379,平22.3.29,2010-03-29,2010-03-29,立山芦峅,－,－,－,－,Y,N,N,N,N,N,N
富山,55252,55,1553,雨,a,五箇山,ｺﾞｶﾔﾏ,gokayama,南砺市下梨中の平,36.43,136.94166666666666,357,平16.10.19,2004-10-19,2004-10-19,五箇山,－,－,－,－,Y,N,N,N,N,N,N
富山,55267,55,1455,雨,a,猪谷,ｲﾉﾀﾆ,inotani,富山市猪谷,36.473333333333336,137.23666666666668,215,平8.10.28,1996-10-28,1996-10-28,富山市猪谷,－,－,55920,－,Y,N,N,N,N,N,Y
石川,56036,56,0560,四,a,珠洲,ｽｽﾞ,suzu,珠洲市正院町正院,37.446666666666665,137.28666666666666,4,#昭53.11.20,1974-11-01,1978-11-20,珠洲,7.5,2.1,56900,－,Y,Y,Y,Y,Y,N,Y
石川,56052,56,47600,官,s,輪島,ﾜｼﾞﾏ,wajima,輪島市鳳至町畠田　輪島特別地域気象観測所,37.39,136.895,5,昭61.6.20,1986-06-20,1986-06-20,輪島,28.1,1.5,56903,－,Y,Y,Y,Y,Y,Y,Y
石川,56081,56,0562,雨,a,門前,ﾓﾝｾﾞﾝ,monzen,輪島市門前町北川,37.26166666666666,136.72833333333332,11,#,1974-11-01,1974-11-01,輪島市門前,－,－,－,－,Y,N,N,N,N,N,N
石川,56093,56,1544,官,a,三井,ﾐｲ,mii,輪島市三井町洲衛　能登航空気象観測所,37.29333333333334,136.96166666666667,219,平15.7.7,2003-07-07,2003-07-07,輪島市三井,10,1.5,－,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,N
石川,56116,56,0564,四,a,志賀,ｼｶ,shika,羽咋郡志賀町富来領家町甲,37.14333333333333,136.725,6,#昭53.11.21,1974-11-01,1978-11-21,志賀,8.5,2.1,－,－,Y,Y,Y,Y,Y,N,N
石川,56146,56,0565,四,a,七尾,ﾅﾅｵ,nanao,七尾市万行町43の部,37.03,136.99166666666667,58,#昭53.11.21,1974-11-01,1978-11-21,七尾,10,2,56905,－,Y,Y,Y,Y,Y,N,Y
石川,56176,56,0566,四,a,羽咋,ﾊｸｲ,hakui,羽咋市旭町,36.89333333333333,136.77666666666667,15,#昭53.11.21,1974-11-01,1978-11-21,羽咋,19.5,2.1,－,－,Y,Y,Y,Y,Y,N,N
石川,56186,56,0567,四,a,かほく,ｶﾎｸ,kahoku,かほく市内日角井,36.711666666666666,136.69166666666666,42,#昭53.11.22,1974-11-01,1978-11-22,かほく,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
石川,56192,56,1545,雨,a,宝達志水,ﾎｳﾀﾞﾂｼﾐｽﾞ,houdatsushimizu,羽咋郡宝達志水町坪山,36.788333333333334,136.76833333333335,90,平15.8.12,2003-08-12,2003-08-12,宝達志水,－,－,－,－,Y,N,N,N,N,N,N
